year,no,key,link,item,item2
111,16,A,,"有關緩發性皮膚病變紫質症(Porphyria cutanea tarda，PCT)，下列敘述何者正確？
①是最常見紫質症，與肝臟uroporphyrinogen decarboxylase(UROD)活性下降有關。
②若病人合併末期腎功能不全，會加重其臨床之嚴重度，洗腎可有效降低其血中之porphyrins。
③可藉由放血(phlebotomy)或低劑量hydroxychloroquine治療PCT。
④臉部皮膚常伴隨有毛髮減少與色素增多之現象。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding Porphyria cutanea tarda (PCT), a tardive skin disease, which of the following statements is correct?
① It is the most common porphyria and is related to the decreased activity of uroporphyrinogen decarboxylase (UROD) in the liver.
②If the patient is combined with end-stage renal insufficiency, the clinical severity will be aggravated. Kidney dialysis can effectively reduce the porphyrins in the blood.
③ PCT can be treated by phlebotomy or low-dose hydroxychloroquine.
④Facial skin is often accompanied by hair loss and pigmentation.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,17,C,,"有關慢性植體抗宿主病(Chronic graft-versus-host disease GVHD)，下列敘述何者正確？
①中、重度慢性GVHD的第一線治療為systemic steroid，而輕症以局部藥物治療。
②慢性GVHD可呈現類似扁平苔蘚、硬皮症、乾癬、圓形禿與白斑等皮膚表現。
③除了皮膚與口腔粘膜外，慢性GVHD也常侵犯眼睛、腸胃道與肺臟。
④骨髓移植者比周邊血液幹細胞移植者容易罹患慢性GVHD。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding chronic graft-versus-host disease GVHD, which of the following statements is correct?
①The first-line treatment for moderate and severe chronic GVHD is systemic steroids, while mild cases are treated with topical drugs.
②Chronic GVHD can present skin manifestations similar to lichen planus, scleroderma, psoriasis, alopecia areata, and vitiligo.
③In addition to the skin and oral mucosa, chronic GVHD also often invades the eyes, gastrointestinal tract and lungs.
④ Bone marrow transplant recipients are more likely to suffer from chronic GVHD than peripheral blood stem cell transplant recipients.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,18,C,,"關於皮膚屏障，下列敘述何者錯誤？
① Loricrin是cornified cell envelope的主要成分。
②在角質層中的keratinocytes會通過corneodesmosomes相互連結在一起，由於其lateral adhesion比apicobasal adhesion來的更穩定，所以在病理切片下角質層會呈現basket-wave structure。
③ Kallikrein proteases (KLKs)在角質層底部偏酸性的環境下會被lymphoepithelial Kazal-type-related inhibitor (LEKTI)所抑制；而在往角質層頂部的分化過程中，pH值逐漸偏中性讓KLKs脫離LEKTI的抑制，從而對corneodesmosomes進行降解而發生desquamation。
④ Netherton syndrome 是由於SPINK5 mutation 造成缺乏LEKTI去抑制KLKs group，導致desquamation不斷發生而出現皮膚病灶。
A. ①　　B. ②　　C. ③　　D. ④","Regarding the skin barrier, which of the following statements is incorrect?
① Loricrin is the main component of cornified cell envelope.
②The keratinocytes in the stratum corneum are connected to each other through corneodesmosomes. Since their lateral adhesion is more stable than apicobasal adhesion, the stratum corneum will show a basket-wave structure under pathological sections.
③ Kallikrein proteases (KLKs) will be inhibited by lymphoepithelial Kazal-type-related inhibitor (LEKTI) in the acidic environment at the bottom of the stratum corneum; during the differentiation process to the top of the stratum corneum, the pH value gradually becomes neutral, allowing KLKs to escape the inhibition of LEKTI, thereby degrading corneodesmosomes and causing desquamation.
④ Netherton syndrome is due to the SPINK5 mutation resulting in the lack of LEKTI to inhibit the KLKs group, resulting in the continuous occurrence of desquamation and the appearance of skin lesions.
A. ① B. ② C. ③ D. ④"
111,19,C,,"關於糖尿病與皮膚疾病的相關性，下列敘述何者錯誤？
① Bullous diabeticorum可發生在上肢，其形成與局部外傷或先前感染密切有關。
② Scleredema diabeticorum 好發於罹患糖尿病的孩童之背部。
③出現Necrobiosis lipoidica與血糖高低與糖尿病控制有明顯關聯。
④糖尿病患者的皮膚表現可包括環形肉芽腫(granuloma annulare)及後天穿透性皮膚病(acquired perforating dermatosis)。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the correlation between diabetes and skin diseases, which of the following statements is incorrect?
① Bullous diabeticorum can occur in the upper limbs, and its formation is closely related to local trauma or previous infection.
② Scleredema diabeticorum often occurs on the back of children with diabetes.
③The occurrence of Necrobiosis lipoidica is significantly related to the level of blood sugar and diabetes control.
④Skin manifestations in patients with diabetes may include granuloma annulare and acquired perforating dermatosis.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,20,B,,"關於鋅(Zinc)與皮膚的相關性，下列敘述何者錯誤？
①鋅與傷口癒合有關，其含量在全身剝落性皮膚炎(generalized exfoliative dermatoses)患者會流失。
②在配方牛奶或穀類中，鋅的生物可利用率(bioavailability)皆較母奶為高。
③屬自體隱性遺傳之腸病性肢端皮膚炎(Acrodermatitis enteropathica)為SLC39A4 基因突變造成。
④鋅過量引起中毒不會有皮膚表徵，但會造成噁心、嘔吐、虛弱等症狀且血中銅離子偏低。
A. ①　　B. ②　　C. ③　　D. ④","Regarding the relationship between zinc (Zinc) and skin, which of the following statements is incorrect?
① Zinc is related to wound healing, and its content will be lost in patients with generalized exfoliative dermatoses.
②In formula milk or cereals, the bioavailability of zinc is higher than that in breast milk.
③Acrodermatitis enteropathica, which is an autologous recessive inheritance, is caused by mutations in the SLC39A4 gene.
④Poisoning caused by excessive zinc will not cause skin symptoms, but it will cause symptoms such as nausea, vomiting, weakness, and low copper ions in the blood.
A. ① B. ② C. ③ D. ④"
111,21,D,,"關於capillary malformation，下列敘述何者錯誤？
①是一種slow-flow malformation，又名Port wine stain。
②發生在CN V2/V3以及肢端的capillary malformation，常會併發軟組織或硬組織肥厚。
③Sturge-Weber syndrome中的capillary malformation 和CN V1相關。
④Capillary malformation一出生就有，可能慢慢隨時間regression。
A. ①　　B. ②　　C. ③　　D. ④","Regarding capillary malformation, which of the following statements is wrong?
①It is a slow-flow malformation, also known as Port wine stain.
②Capillary malformation occurring in CN V2/V3 and extremities is often complicated by soft tissue or hard tissue hypertrophy.
③Capillary malformation in Sturge-Weber syndrome is related to CN V1.
④Capillary malformation is present at birth and may slowly regress over time.
A. ① B. ② C. ③ D. ④"
111,22,C,,"關於vascular disease，下列敘述何者錯誤？
①通常venous ulcer在腳踝內側，arterial ulcer在腳踝外側。
②Pallor是acute limb ischemia的表現，但dependent rubor也是一種limb ischemia的表現。
③Buerger disease是一種發炎性阻塞性疾病，主要影響中大型血管，和抽菸相關。
④Chronic venous disease的表現可以是atrophie blanche及lipodermatosclerosis。
A. ①　　B. ②　　C. ③　　D. ④","Regarding vascular disease, which of the following statements is incorrect?
① Usually venous ulcer is on the inside of the ankle, and arterial ulcer is on the outside of the ankle.
②Pallor is a manifestation of acute limb ischemia, but dependent rubor is also a manifestation of limb ischemia.
③Buerger disease is an inflammatory obstructive disease that mainly affects medium and large blood vessels and is related to smoking.
④Chronic venous disease can be manifested by atrophie blanche and lipodermatosclerosis.
A. ① B. ② C. ③ D. ④"
111,23,B,,"關於乾癬性關節炎，下列敘述何者錯誤？
①嚴重的乾癬，或侵犯指甲、頭皮和臀間的乾癬容易併發乾癬性關節炎。
②中軸型乾癬性關節炎的治療首選藥物為DMARDs，包括methotrexate及sulfasalazine。
③中軸型乾癬性關節炎發生的危險因子包括甲床分離、HLA-B27陽性及發炎性腸道疾病(inflammatory bowel disease)。
④三分之一的乾癬性關節炎患者有眼睛的問題，乾癬性皮膚發炎的併發症可導致眼瞼炎和乾眼。
A. ①　　B. ②　　C. ③　　D. ④","Regarding psoriatic arthritis, which of the following statements is incorrect?
①Severe psoriasis, or psoriasis that affects the nails, scalp, and buttocks, can easily be complicated by psoriatic arthritis.
②The preferred drugs for the treatment of axial psoriatic arthritis are DMARDs, including methotrexate and sulfasalazine.
③Risk factors for the development of axial psoriatic arthritis include nail bed separation, HLA-B27 positivity, and inflammatory bowel disease.
④ One-third of patients with psoriatic arthritis have eye problems, and complications of psoriatic skin inflammation can lead to blepharitis and dry eyes.
A. ① B. ② C. ③ D. ④"
111,24,C,,"關於異位性皮膚炎，下列敘述何者正確？
①和皮膚屏障(skin barrier)功能下降有關，相關表現包括ceramide level下降，transepidermal water loss增加及proteolytic enzyme活性上升。
②Crisaborole是外用phosphodiesterase 4 (PDE4)抑制劑，目前台灣FDA核准使用在輕中度異位性皮膚炎患者。
③在急性期，IL-4，IL-5，IL-31等type 2 (Th2)細胞激素的表現會出現在皮膚病灶處；在慢性期的皮膚病灶中，type 1 (Th1)的細胞激素例如INF-會上升。
④異位性皮膚炎之病人血液常會有eosinophil及IgE上升，目前台灣FDA核准生物製劑dupilumab及omalizumab使用在中重度異位性皮膚炎患者。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding atopic dermatitis, which of the following statements is correct?
①Related to the decrease in skin barrier function. Related manifestations include decreased ceramide levels, increased transepidermal water loss, and increased proteolytic enzyme activity.
②Crisaborole is a topical phosphodiesterase 4 (PDE4) inhibitor that is currently approved by the Taiwan FDA for use in patients with mild to moderate atopic dermatitis.
③In the acute phase, the expression of type 2 (Th2) cytokines such as IL-4, IL-5, and IL-31 will appear in skin lesions; in the chronic phase of skin lesions, type 1 (Th1) cytokines such as INF- will increase.
④Patients with atopic dermatitis often have elevated levels of eosinophil and IgE in their blood. Currently, the Taiwan FDA has approved the use of the biological agents dupilumab and omalizumab in patients with moderate to severe atopic dermatitis.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,25,C,,"關於漢生病(Hansen’s disease)，下列敘述何者錯誤？
①根據菌量、神經侵犯、宿主免疫等因素，臨床表現包含從高菌量的tuberculoid leprosy 到低菌量lepromatous leprosy。
②Tuberculoid leprosy以antibody-mediated immune response為主，而lepromatous leprosy以cell-mediated immune response為主。
③Type 1 reaction 多數發生在tuberculoid leprosy，Type 2 reaction多數發生在lepromatous leprosy。
④治療藥物主要為dapsone，clofazimine，rifampicin，其他治療選項包含ofloxacin，minocycline， clarithromycin。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding Hansen’s disease, which of the following statements is incorrect?
①Based on factors such as bacterial load, nerve invasion, and host immunity, clinical manifestations range from tuberculoid leprosy with high bacterial load to lepromatous leprosy with low bacterial load.
②Tuberculoid leprosy is dominated by antibody-mediated immune response, while lepromatous leprosy is dominated by cell-mediated immune response.
③Type 1 reaction mostly occurs in tuberculoid leprosy, and Type 2 reaction mostly occurs in lepromatous leprosy.
④The main treatment drugs are dapsone, clofazimine, and rifampicin. Other treatment options include ofloxacin, minocycline, and clarithromycin.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,26,B,,"根據美國疾病管制與預防中心的分期，AIDS為HIV感染第三期，其診斷標準為CD4+ T-cell <200 cells/µL或罹患AIDS defining illness。下列哪些是AIDS defining illnesses？
①Eosinophilic folliculitis
②Kaposi sarcoma
③Mollusum contagiosum
④Chronic herpetic ulcer
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","According to the staging of the U.S. Centers for Disease Control and Prevention, AIDS is the third stage of HIV infection, and its diagnostic criteria are CD4+ T-cell <200 cells/µL or suffering from AIDS defining illness. Which of the following are AIDS defining illnesses?
①Eosinophilic folliculitis
②Kaposi sarcoma
③Mollusum contagiosum
④Chronic herpetic ulcer
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,27,B,,"關於登革熱，下列敘述何者正確？
①多數感染會有前驅症狀(Prodrome)。
②獲有母親登革熱抗體之新生兒，若感染登革熱，產生嚴重病症的風險較高。
③感染後獲得部分免疫力，第二次感染較不會造成登革出血熱的嚴重併發症。
④臨床表現可能出現發燒、眼窩後疼痛、全身性紅疹、白血球低下、血小板低下。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding dengue fever, which of the following statements is correct?
①Most infections will have prodrome.
② Neonates who have acquired dengue fever antibodies from their mothers have a higher risk of developing severe symptoms if they are infected with dengue fever.
③ Partial immunity is acquired after infection, and a second infection is less likely to cause serious complications of dengue hemorrhagic fever.
④Clinical manifestations may include fever, pain behind the eyes, generalized rash, low leukocytes, and low platelets.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,28,C,,"下列哪些疾病病灶處的培養結果通常為陰性？
①Lichen scrofulosorum 的組織培養。
②Cat-scratch disease 的組織培養。
③Staphylococcal skin scalded syndrome的水泡液。
④Bullous impetigo的水泡液。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","In which of the following diseases do lesions usually have negative culture results?
①Tissue culture of Lichen scrofulosorum.
②Tissue culture of Cat-scratch disease.
③Blister fluid of Staphylococcal skin scalded syndrome.
④Bullous impetigo’s blister solution.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,29,D,,"關於皮膚手術術前衛教，下列常見藥物與保健食品中，哪些不會干擾血小板之正常凝血功能，故不需要建議病人於皮膚科手術前停止使用？
① Garlic，NSAIDs
② Fish oil，Sulfasalazine
③ Ginsengs，Vitamin E
④ Retinoic acid，Vitamin C
A. ①　　B. ②　　C. ③　　D. ④","Regarding preoperative education on skin surgery, which of the following common drugs and health foods will not interfere with the normal coagulation function of platelets, and therefore do not require patients to be advised to stop using them before dermatological surgery?
① Garlic, NSAIDs
② Fish oil, Sulfasalazine
③ Ginsengs, Vitamin E
④ Retinoic acid, Vitamin C
A. ① B. ② C. ③ D. ④"
111,30,A,,"關於局部麻醉相關併發症，下列敘述何者錯誤？
①過敏反應需與epinephrine的腎上腺素作用做區分，前者心跳變慢、後者心跳加快。
②過敏反應比較容易發生在esters，較少發生在amides。
③若觀察到病患出現多話、自述感覺到金屬味、焦慮的狀態，要警覺可能是中樞神經中毒反應。
④同時使用beta-blockers會增加lidocaine的濃度。
A. ①　　B. ②　　C. ③　　D. ④","Regarding complications related to local anesthesia, which of the following statements is incorrect?
①Allergic reactions need to be distinguished from the epinephrine effect of epinephrine. The former slows down the heartbeat, while the latter speeds up the heartbeat.
②Allergic reactions are more likely to occur with esters and less commonly with amides.
③If you observe a patient talking too much, reporting a metallic taste, or feeling anxious, be alert to the possibility of central nervous system poisoning.
④Using beta-blockers at the same time will increase the concentration of lidocaine.
A. ① B. ② C. ③ D. ④"
111,31,A,,"關於Frontalis-associated lipoma，下列敘述何者正確？
①Frontalis-associated lipoma可能位於frontalis肌肉層之中或位於肌肉和肌肉下筋膜之間。
②移除frontalis-associated lipoma時，最常可能傷到的血管為supraorbital以及superficial temporal 的neurovascular bundles。
③切除較大且較深的lipoma前，可使用影像如超音波、MRI、CT來評估大小以及深度。
④移除frontalis-associated lipoma時，需平行relaxed skin tension line切開皮膚，並平行relaxed skin tension line將肌肉層慢慢剝開取出lipoma。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding Frontalis-associated lipoma, which of the following statements is correct?
①Frontalis-associated lipoma may be located in the frontalis muscle layer or between the muscle and submuscular fascia.
②When removing frontalis-associated lipoma, the most commonly injured blood vessels are supraorbital and superficial temporal neurovascular bundles.
③Before resection of large and deep lipoma, imaging such as ultrasound, MRI, and CT can be used to evaluate the size and depth.
④When removing frontalis-associated lipoma, it is necessary to incise the skin parallel to the relaxed skin tension line, and slowly peel away the muscle layer parallel to the relaxed skin tension line to remove the lipoma.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,32,B,,"下列敘述何者錯誤？
① Phototherapy最常見的短期副作用為sunburn-like reaction，其中UVB最常見於照射12~24小時後發生。
② Drug-induced photosensitivity與UVB較相關。
③ Phototherapy對於keratinocyte會造成acanthosis，使皮膚角質層變厚。
④ PUVA對於mast cell有cytotoxic作用，因會大量減少真皮層中的mast cell數量，所以可以用來治療相關疾病。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following statements is wrong?
① The most common short-term side effect of phototherapy is sunburn-like reaction, of which UVB most commonly occurs 12 to 24 hours after exposure.
② Drug-induced photosensitivity is more related to UVB.
③ Phototherapy can cause acanthosis on keratinocytes and thicken the stratum corneum of the skin.
④ PUVA has a cytotoxic effect on mast cells and can significantly reduce the number of mast cells in the dermis, so it can be used to treat related diseases.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,33,A,,"關於線狀苔蘚(Lichen striatus)與扁平苔癬(Lichen planus)，下列敘述何者正確？
①線狀苔蘚患者大多有異位性體質相關個人病史或家族史。
②成年人也有機會發生線狀苔蘚，相較於兒童大多較輕微。
③扁平苔癬患者相較於一般人，有較高的機率合併dyslipidemia的問題，應預防性的為病患安排lipid panel測試。
④口腔黏膜的扁平苔蘚，有較高機率合併B型肝炎感染，且相較於皮膚扁平苔蘚有較高的機率變為鱗狀上皮癌。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding Lichen striatus and Lichen planus, which of the following statements is correct?
①Most patients with linear lichen have a personal or family history related to atopic constitution.
② Adults may also develop linear lichen, but it is usually milder than in children.
③Compared with the general population, patients with lichen planus have a higher chance of developing dyslipidemia, and a lipid panel test should be arranged for patients preventively.
④ Lichen planus on the oral mucosa has a higher chance of being infected with hepatitis B, and has a higher chance of becoming squamous epithelial cancer than cutaneous lichen planus.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,34,B,,"下列敘述何者正確？
① Pyoderma gangrenosum可能合併PAPA syndrome，PAPA syndrome包含pyogenic granuloma，pyoderma gangrenosum，and acne syndrome，是一種顯性遺傳的疾病。
②根據2004年由WP Su等醫師提出的pyoderma gangrenosum診斷標準中，有一項標準為含陽性反應之pathergy test及篩狀結痂(cribriform scarring)。
③ Pyoderma gangrenosum最常合併的血液疾病為acute lymphocytic leukemia。
④和pyoderma gangrenosum一樣會出現pathergy test positive的疾病為Crohn disease，Behcet disease，Sjogren’s disease，Sweet syndrome以及rheumatoid arthritis。
A. ①　　B. ②　　C. ③　　D. ④","Which of the following statements is correct?
① Pyoderma gangrenosum may be combined with PAPA syndrome. PAPA syndrome includes pyogenic granuloma, pyoderma gangrenosum, and acne syndrome, and is a dominantly inherited disease.
② According to the diagnostic criteria for pyoderma gangrenosum proposed by WP Su and other doctors in 2004, one of the criteria is a pathology test with a positive reaction and cribriform scarring.
③ The most common blood disease associated with Pyoderma gangrenosum is acute lymphocytic leukemia.
④Like pyoderma gangrenosum, diseases with pathology test positive include Crohn disease, Behcet disease, Sjogren’s disease, Sweet syndrome and rheumatoid arthritis.
A. ① B. ② C. ③ D. ④"
111,35,C,,"關於叢林性斑疹傷寒(Scrub typhus)，下列敘述何者正確？
①叢林性斑疹傷寒(Scrub typhus)是由蟎蟲傳播的人畜共患病(mite-transmitted zoonosis)，其致病原為Orientia tsutsugamushi。
②恙蟲叮咬約一至二週後，會開始出現高燒。
③建議之治療為使用14天的doxycycline。
④通常恙蟲叮咬約一至二週後會出現紅色丘疹，約一半至三分之二的患者會有潰瘍和焦痂（eschar）之形成，並出現區域淋巴結腫大，隨之全身性淋巴結腫大。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding scrub typhus, which of the following statements is correct?
① Scrub typhus is a mite-transmitted zoonosis transmitted by mites, and its causative agent is Orientia tsutsugamushi.
②A high fever will begin about one to two weeks after scrub typhus bites.
③The recommended treatment is to use doxycycline for 14 days.
④ Usually, red papules will appear about one to two weeks after scrub typhus bites. About half to two-thirds of patients will develop ulcers and eschar, and regional lymph nodes will be swollen, followed by systemic lymph node enlargement.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,36,C,,"關於黃瘤(Xanthoma)，下列敘述何者正確？
① Eruptive xanthoma會伴隨hypertriglyceridemia，且有Koebner phenomenon。
② Verruciform xanthoma常侵犯口腔黏膜，但可發生在Epidermolysis bullosa病人的皮膚上。
③ Tuberous xanthoma好發在局部受壓之處，如手肘、膝蓋、臀部，甚至手掌。
④ Xanthelasma病人雖然血脂肪相對正常，但罹患冠心症(coronary heart disease)的風險偏高。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding Xanthoma, which of the following statements is correct?
① Eruptive xanthoma is accompanied by hypertriglyceridemia and Koebner phenomenon.
② Verruciform xanthoma often invades the oral mucosa, but can occur on the skin of patients with Epidermolysis bullosa.
③ Tuberous xanthoma often occurs in places where there is local pressure, such as elbows, knees, buttocks, and even palms.
④ Although Xanthelasma patients have relatively normal blood lipids, they have a higher risk of developing coronary heart disease.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,37,C,,"有關惡性黑色素細胞瘤，下列敘述何者正確？
① Breslow thickness測量是從granular layer of the epidermis 的頂端量到黑色素細胞瘤侵犯最深處。
②對於Stage III melanoma病人有淋巴結侵犯的病人，於complete lymph node。
dissection後，安排Adjuvant radiotherapy有助於避免之後產生metastasis。
③對於advanced stage melanoma 檢測Lactate dehydrogenase (LDH)有助於分期及預後評估。
④ BRAF的突變最常呈現於肢端惡性黑色素細胞瘤。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding malignant melanocytoma, which of the following statements is correct?
① Breslow thickness is measured from the top of the granular layer of the epidermis to the deepest point of melanocytoma invasion.
② For patients with Stage III melanoma who have lymph node invasion, complete lymph node.
After dissection, scheduling Adjuvant radiotherapy can help avoid subsequent metastasis.
③For advanced stage melanoma, detecting Lactate dehydrogenase (LDH) is helpful for staging and prognosis assessment.
④ BRAF mutations are most commonly found in acral malignant melanocytoma.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,38,C,,"關於actinic keratosis及arsenic keratosis，下列敘述何者錯誤？
①兩者都是癌前病灶(precancerous lesions)。
②60%以上皮膚鱗狀細胞癌(squamous cell carcinoma)源自actinic keratosis。
③actinic keratosis 是否會轉變成鱗狀細胞癌與身上actinic keratosis 的病灶數目無關。
④慢性砷中毒皮膚可能有diffuse hyperpigmentation及superficial basal cell carcinoma。
A. ①　　B. ②　　C. ③　　D. ④","Regarding actinic keratosis and arsenic keratosis, which of the following statements is incorrect?
①Both are precancerous lesions.
②More than 60% of cutaneous squamous cell carcinomas originate from actinic keratosis.
③Whether actinic keratosis will transform into squamous cell carcinoma has nothing to do with the number of actinic keratosis lesions in the body.
④The skin of chronic arsenic poisoning may have diffuse hyperpigmentation and superficial basal cell carcinoma.
A. ① B. ② C. ③ D. ④"
111,39,A,,"關於全身性硬化症(systemic sclerosis(SSc))，下列敘述何者正確？
①影響心肺系統最常見的表現是肺纖維化和肺動脈高壓。
②三分之一的病人有雷諾氏現象。
③自體抗體centromere在SSc中發生頻率20到30%，與HLA-DRB1 HLA-DQB1相關，臨床可能表現出嚴重的腸道疾病、局部肺動脈高壓(isolated PAH)、鈣質沉著症。
④在limited SSc和diffuse SSc的患者中，肺部是最常受影響的內臟器官。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding systemic sclerosis (SSc), which of the following statements is correct?
①The most common manifestations affecting the cardiopulmonary system are pulmonary fibrosis and pulmonary hypertension.
②One-third of patients have Raynaud's phenomenon.
③Autoantibody centromere occurs in 20 to 30% of SSc, is related to HLA-DRB1 HLA-DQB1, and may clinically manifest severe intestinal disease, isolated pulmonary arterial hypertension (isolated PAH), and calcinosis.
④In patients with limited SSc and diffuse SSc, the lungs are the most commonly affected internal organs.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,40,D,,"關於藥物造成之皮膚表現，下列敘述何者正確？
①Drug-induced lupus多數為ANA陽性，且dsDNA、ssDNA也為陽性。
②藥物造成之Serum sickness like reactions常出現urticaria，eosinophilia，vasculitis及hypocomplementemia等表現。
③Drug-induced pemphigus常見為Penicillamine，captopril等藥物，且極少比例（小於10%）病人ANA值為陽性。
④Naproxen，NSAIDs，diuretics皆可能是造成pseudoporphyria的藥物。
A. ①　　B. ②　　C. ③　　D. ④","Regarding skin manifestations caused by drugs, which of the following statements is correct?
①Drug-induced lupus are mostly positive for ANA, and dsDNA and ssDNA are also positive.
② Serum sickness like reactions caused by drugs often manifest as urticaria, eosinophilia, vasculitis and hypocomplementemia.
③Drug-induced pemphigus is commonly caused by drugs such as Penicillamine and captopril, and a very small proportion (less than 10%) of patients have positive ANA values.
④Naproxen, NSAIDs, and diuretics may all be drugs that cause pseudoporphyria.
A. ① B. ② C. ③ D. ④"
111,41,A,,"關於梅毒（syphilis），下列敘述何者正確？
①神經梅毒（Neurosyphilis）和眼梅毒（ophthalmic syphilis）可發生在梅毒之任何階段。
②在硬性下疳（chancre）消失之後才會進入二期梅毒，梅毒疹（syphilids）不會與硬性下疳同時出現。
③二期梅毒之掌蹠皮膚病灶和軀幹斑狀丘疹性皮疹（maculopapular rash）通常不包含足夠具有傳染性的梅毒螺旋菌（treponemes），因此對於接觸此兩種梅毒皮膚病灶的人不需要做預防性治療。
④具感染性的梅毒病灶包括硬性下疳、扁平濕疣（condyloma lata）和黏膜斑（mucous patch），可出現的位置包括生殖器、肛門或口腔區域內或周圍，不會出現在身體的其他部位。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding syphilis, which of the following statements is correct?
①Neurosyphilis and ophthalmic syphilis can occur at any stage of syphilis.
② Secondary syphilis will enter after the hard chancre disappears, and syphilids will not appear at the same time as the hard chancre.
③ Palmoplantar skin lesions and maculopapular rash of the trunk (maculopapular rash) of secondary syphilis usually do not contain enough contagious Treponemes, so preventive treatment is not required for people exposed to these two types of syphilis skin lesions.
④ Infectious syphilis lesions include hard chancre, condyloma lata and mucosal patches. They can appear in or around the genitals, anus or oral area, but will not appear in other parts of the body.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,42,B,,"關於Epidermal necrolysis(Stevens–Johnson syndrome/toxic epidermal necrolysis)，下列敘述何者正確？
①對於keratinocyte所造成的Cell-medicated cytotoxic reaction，以往均認為是Fas-L所造成，但近年來發現Granzyme B 於其中扮演關鍵角色，其於水泡中之濃度高於perforin，Granulysin及Fas-L之數值。
②IL-15與Epidermal necrolysis的嚴重度及死亡率有相關性。
③Cyclosporine、TNF-α inhibitor(如Etanercept)及Thalidomide可作為Steroid sparing之有效治療藥物。
④在遺傳的層面上，華人漢族的HLA-B*1502和Allopurinol所造成的Epidermal necrolysis有高度相關性。
A. ①　　B. ②　　C. ③　　D. ④","Regarding Epidermal necrolysis (Stevens–Johnson syndrome/toxic epidermal necrolysis), which of the following statements is correct?
① The Cell-medicated cytotoxic reaction caused by keratinocytes was previously thought to be caused by Fas-L, but in recent years it has been found that Granzyme B plays a key role in it, and its concentration in the vesicles is higher than the values of perforin, Granulysin and Fas-L.
②IL-15 is related to the severity and mortality of Epidermal necrolysis.
③Cyclosporine, TNF-α inhibitor (such as Etanercept) and Thalidomide can be used as effective treatments for Steroid sparing.
④At the genetic level, there is a high correlation between HLA-B*1502 of the Han Chinese and Epidermal necrolysis caused by Allopurinol.
A. ① B. ② C. ③ D. ④"
